,trade_year,main_use_missing,building_age,building_age_missing,building_area_m2,building_area_ping,main_building_area_m2,main_building_area_ping,auxiliary_area_m2,balcony_area_m2,land_area_m2,floor,total_floor,floor_ratio,is_basement,multi_floor,rooms,living_rooms,bathrooms,has_management,has_elevator,has_parking,parking_area_m2,physical_condition_flag,renovation_flag,broad_note_flag,district_median_price_180d,district_median_price_365d,district_count_180d,district_type_median_price_180d,district_type_median_price_365d,district_type_count_180d,district_price_change_180_365,district_type_price_change_180_365,comp_365d_count,comp_365d_median_price,comp_365d_mean_price,comp_365d_weighted_mean_price,comp_365d_std_price,comp_365d_nearest_price,comp_365d_nearest_distance,comp_365d_median_distance,comp_365d_median_days_diff,comp_365d_median_area_diff_pct,comp_365d_median_age_diff,comp_730d_count,comp_730d_median_price,comp_730d_mean_price,comp_730d_weighted_mean_price,comp_730d_std_price,comp_730d_nearest_price,comp_730d_nearest_distance,comp_730d_median_distance,comp_730d_median_days_diff,comp_730d_median_area_diff_pct,comp_730d_median_age_diff
total_floor,-0.07834306818944571,-0.09227799619610835,-0.5782701547673573,-0.06823670679696912,0.35255608661661164,0.35255608661660903,0.06083222644158811,0.06083222644158878,0.09120554750189648,0.15297988311333832,-0.24920121375285573,0.695965582078135,1.0,-0.1497886645876414,-0.009524905308359793,-0.1796909319448665,-0.16013997986543113,-0.11376099181531484,-0.03784019104225756,0.5681721145102442,0.6288278436423557,0.4268504519645933,0.39127793555961277,-0.2348928707421469,0.011827425037432285,-0.18001569294116906,0.03851366081217782,0.040159883752871856,-0.021789687316941527,0.3760205926157839,0.37878467418544265,0.16490881133972066,-0.013000681654071537,-0.006417569939708343,-0.015554141168732188,0.38024256015825636,0.380499585946486,0.38098564285097797,0.13517685028332813,0.3272508005562042,0.005998364914410621,0.06674575344484983,0.13116564530177247,0.03136158486848565,-0.030711640945768847,-0.008387132522999488,0.37921091918356037,0.3799272018359978,0.3800203153522306,0.12233510327150618,0.32529122996458204,-0.003280157316796475,0.04826885947279986,0.11370410196178696,0.02453451959963012,-0.03648480279094091
floor_ratio,0.015195716951726836,0.010864844234522877,0.16788569934640896,0.012819327376736637,-0.09192429614532914,-0.09192429614532958,-0.021901897557210916,-0.02190189755721018,-0.12291015783115186,0.06655562307772812,-0.024098880181676118,0.5093053570876883,-0.1497886645876414,1.0,-0.05676972777905636,0.0105009580846376,0.06041896959169395,0.03732287151741681,0.022382071322833583,-0.14513971879003348,-0.16263722217343626,-0.1163731619978376,-0.0809927455953242,0.06939364391095172,-0.015052405285055092,-0.0055484245124035264,0.010899985075983923,0.010586626895079032,-0.004018488663959518,-0.06737232086200277,-0.06827457199566907,-0.019644896645525285,0.004919549192995402,0.005313879353418469,0.0034267410337492327,-0.09871401742652358,-0.11036752261605232,-0.11042068870698764,-0.13053319455558257,-0.09867630350087665,-0.04822567115615642,-0.0659690370158216,-0.04366893480518711,-0.02413959694599252,4.6122440516500756e-05,0.0027580407447574985,-0.10011939413100798,-0.11237618451535647,-0.11223932305627184,-0.13774833417185042,-0.10063414405452203,-0.042343802804592726,-0.05970187164518061,-0.04795492599492505,-0.022968205735497144,-0.0002985149384621795
is_basement,-0.008250785456136089,-0.0018962577572905726,0.003851675422486545,-0.004952777935910382,-0.006993993031369796,-0.0069939930313698715,-0.002031929247787515,-0.0020319292477876997,0.0023339511779457388,-0.012734194749495104,0.009927641142893991,-0.030600576195590746,-0.009524905308359793,-0.05676972777905636,1.0,0.003930315738162323,-0.009223341838919123,-0.013317587750340441,-0.007362828641724054,-0.00038654561650118085,-0.0013468358020029267,-0.0016510917361316224,-0.002483135418138233,-0.0030683287557938727,-0.0012878864922344759,-0.003480096112235013,-0.007423889113654576,-0.007103261204316402,-0.0016135322871672904,-0.005861292846161047,-0.005296584093432623,-0.006085403738114242,-0.0029773824350443033,-0.00436519697658865,0.0013216469021762676,-0.004984804020970082,-0.004923136321652622,-0.005003629742016042,0.009879709335604938,-0.002606245064140418,0.017639264626917332,0.018477333366647745,0.0003925164720204993,0.005534898651422844,0.005687911680972081,0.0012262231621018467,-0.0043466103077928735,-0.004128867320968107,-0.004556557702696119,0.010253561212191184,-0.004893053270325355,0.015942081305129703,0.01814101505674342,-0.00121980249025547,0.005378411197411589,0.0063401175784099486
multi_floor,0.031074098118106096,0.09354493958770937,0.21201118007938818,0.13472247043724603,0.012563815332595717,0.012563815332595311,0.172125655954446,0.17212565595444354,0.0036205309697523312,-0.20297778771939018,0.1671585737717374,-0.1333076946047963,-0.1796909319448665,0.0105009580846376,0.003930315738162323,1.0,0.10150692187860012,0.06330901040836576,0.06540352050350631,-0.18877390359482588,-0.2188978078179232,-0.08931288068667197,-0.0754979556795302,0.08408919205240602,-0.008772262124641866,0.06222603572310434,0.0438899840183796,0.04421551893168027,-0.027137703033524318,-0.05495515689317094,-0.0552362687985014,-0.04032422916020071,0.0006203793650682297,0.0009681458398708474,0.004212556788039187,-0.05548050303373066,-0.04931383673631928,-0.04866318379732416,0.027023197131403262,-0.03905134907735647,0.08017394476109953,0.03765768269854593,-0.05439831385340565,0.008906889589944398,0.021823223504451945,0.0016377734182276634,-0.05240644482274633,-0.04717376090826394,-0.04632050377714932,0.033896943629835086,-0.03692716052698822,0.08075331812671005,0.045289752898639075,-0.04411233005933028,0.004425765134821543,0.023277324013461952
rooms,0.0023723805756712935,0.005777881932684944,0.2024898953563465,0.015790225361585426,0.3866693779375049,0.38666937793750106,0.5549648847824458,0.5549648847824442,0.07426724762095255,0.36397543133877946,0.42581510393779676,-0.11953350129659591,-0.16013997986543113,0.06041896959169395,-0.009223341838919123,0.10150692187860012,1.0,0.6272852330272513,0.7065099571644715,-0.2063822484626869,-0.24210864557904355,0.05555364577458455,0.05254677479138543,0.10612552576874239,-0.013612617796736405,0.0867472747504009,-0.04056936205476219,-0.04010763198844335,0.001472183417299326,-0.12290303990745223,-0.12378976996845643,-0.015033128485284224,-0.009194123709654466,0.0002785312725520806,0.023980962186386266,-0.1923074890718522,-0.1920886314222495,-0.19400230473635938,-0.07622681177762312,-0.1736677235649529,-0.07306621849190437,-0.1643957827898394,-0.198029311626228,-0.0882076901470359,-0.05255042895093324,0.023501399877651274,-0.19218741699509273,-0.19177249993737217,-0.19378622860242564,-0.0674963677543623,-0.17422265148664265,-0.05942482780076322,-0.13486166275196995,-0.16969241823112313,-0.07547966734118428,-0.04252588580066264
living_rooms,0.012952647294402805,-0.02159987833811206,0.11787074318374335,-0.010545394934300366,0.28832392087257586,0.2883239208725703,0.3958645894836805,0.39586458948367437,0.07145840307082722,0.28131409201253493,0.32369766062892114,-0.08783110466857193,-0.11376099181531484,0.03732287151741681,-0.013317587750340441,0.06330901040836576,0.6272852330272513,1.0,0.4898538479363048,-0.1234383715814615,-0.15040724059007954,0.08804128595864393,0.04957590538513338,0.11918394314280928,-0.007718854373831846,0.104036805988982,-0.04816833391607087,-0.04785561013617276,-0.0023058163378835055,-0.09184112285734433,-0.09277577433507424,-0.011853444600623061,-0.008358266779721074,-6.560330765993749e-05,0.019465602342390982,-0.1541681850920629,-0.15456009761165365,-0.15640044877273893,-0.07003455372200841,-0.13896546495763454,-0.08048626695459359,-0.15839863464954793,-0.16206610743541797,-0.10109047750369311,-0.04335326057339935,0.018372693310703396,-0.15388937409206815,-0.154342680175757,-0.15626470088087507,-0.06253737097396579,-0.1386765113574533,-0.0708171891548267,-0.13566574320321967,-0.138498925845602,-0.0854708062877316,-0.03855328733812811
bathrooms,0.00415777146604129,-0.012358700763130552,0.058367474169771456,-0.030708098822842016,0.4506590982157771,0.45065909821577016,0.5287157325466215,0.528715732546621,0.11905572104318796,0.3830851265812707,0.398595136839352,-0.03101034720387302,-0.03784019104225756,0.022382071322833583,-0.007362828641724054,0.06540352050350631,0.7065099571644715,0.4898538479363048,1.0,-0.06778080518975214,-0.08012090547415401,0.1304257442933207,0.14358344243047327,0.06311788189278922,-0.0007507461975154203,0.05822516598930083,-0.0076224008668127445,-0.007419067730033272,0.03152608915330344,-0.025701657432011922,-0.026267141470457105,0.009337912449188395,-0.003207305422840798,0.0033400992408653815,0.014935817728033152,-0.06964029525809716,-0.06802990399177015,-0.06965394751849134,-0.005592454517078581,-0.06602244543774889,-0.046555874982349615,-0.10276974906916182,-0.1151666927529728,-0.03646677811895155,-0.0207307485529286,0.01586404136922875,-0.06959095934896477,-0.06739521641341507,-0.0692928012547906,0.004146598719987624,-0.06532750395911806,-0.04222552984226196,-0.08790758407282696,-0.09263001498271248,-0.03852501444524207,-0.012124995307459474
has_management,-0.015454504672242731,-0.1095078182930682,-0.5694357989699464,-0.17761351247213664,0.20943274771978637,0.20943274771978465,-0.09649970860751318,-0.096499708607512,0.0775788588492541,0.07426717868297272,-0.15797438983569712,0.3978455207726498,0.5681721145102442,-0.14513971879003348,-0.00038654561650118085,-0.18877390359482588,-0.2063822484626869,-0.1234383715814615,-0.06778080518975214,1.0,0.807542381890292,0.4260884540455327,0.2779992313972242,-0.16261403148267595,0.03411644961536545,-0.11313982406936028,0.003191847103597318,0.0032805310215624057,0.06404017402427198,0.3558536056813029,0.358997976784885,0.1438552792092653,-0.0030482600175968664,-0.015454613057659659,-0.0048418975201963395,0.3177720603460513,0.315002731663613,0.3124803998226476,0.0952005199496555,0.25993825560960265,0.03576321815816709,0.13696305419535384,0.22140532236148955,0.07441726862895796,0.09129007217745327,-0.0027141007028452803,0.31068952791799204,0.3093897846490434,0.3068210883058855,0.08286053432204984,0.2555098155743647,0.01096326271257702,0.09849204018949213,0.21059066713571553,0.05710669201131018,0.07510399017670157
has_elevator,-0.0577786475329718,-0.1324881611285973,-0.6217566597514913,-0.12574474946219094,0.23113607483885373,0.23113607483885326,-0.10348412272060425,-0.10348412272060614,0.08020135491261973,0.10929962296259185,-0.21101800997982745,0.4392735207569187,0.6288278436423557,-0.16263722217343626,-0.0013468358020029267,-0.2188978078179232,-0.24210864557904355,-0.15040724059007954,-0.08012090547415401,0.807542381890292,1.0,0.45112337201664365,0.3016614288725456,-0.19500721251875586,0.05259182652642837,-0.15807058164091464,0.08054538570048768,0.08101496343623832,0.04620854888850516,0.4873209201401199,0.4887690573658659,0.130540760451661,-0.004698795506106768,-0.015918485902058844,-0.015166862993949825,0.4228104691421982,0.4193035271453852,0.41621533978486136,0.10221606171422308,0.34851210951565903,0.11740295040886815,0.24109731651777438,0.2777065607758148,0.11542809182406517,0.12270677703051687,-0.012137618817582239,0.4132706362265617,0.410593428269268,0.4075783337906629,0.08982379486970057,0.342887694022024,0.0793842850293545,0.183350265473552,0.258969750314891,0.07966657098336848,0.10455133211801282
has_parking,-0.08789059339478392,-0.07755665363209026,-0.6416136250335174,-0.05342289756458754,0.5752004549415013,0.5752004549414996,0.22310787830253634,0.2231078783025345,0.19146314716330967,0.20579831869166007,0.19934618404712373,0.2770419073665122,0.4268504519645933,-0.1163731619978376,-0.0016510917361316224,-0.08931288068667197,0.05555364577458455,0.08804128595864393,0.1304257442933207,0.4260884540455327,0.45112337201664365,1.0,0.6509486056888135,-0.17108546847029196,0.06953393644553696,-0.11791249107941175,-0.12159961791109723,-0.12022769030882405,0.021433993104226647,0.11477107887295794,0.11608744963924968,0.07523416325570953,-0.022422830612302956,-0.010467579403500581,-0.022463720863018406,0.18473934023763844,0.1826555455155537,0.1820878337771644,0.1678841038048548,0.1534260426705208,0.039695149387541345,0.06832778088546915,0.07362059372130196,0.014509975176503659,0.03473415354885599,-0.015105182277131042,0.18226777260347674,0.18129678793974913,0.18018328127791533,0.16742793624382907,0.15011332812229863,0.028132494624601392,0.0554971266862374,0.07946009517503837,0.009657823486096478,0.030263272403271434
parking_area_m2,-0.07390019740356933,-0.050406907395031716,-0.4901727389595776,-0.007808818823126565,0.6754730068011923,0.6754730068011893,0.3343675314935018,0.3343675314934948,0.16899865092684413,0.25900957662633467,0.24387224331891086,0.2619182922731955,0.39127793555961277,-0.0809927455953242,-0.002483135418138233,-0.0754979556795302,0.05254677479138543,0.04957590538513338,0.14358344243047327,0.2779992313972242,0.3016614288725456,0.6509486056888135,1.0,-0.16231177615515463,0.0939350686665005,-0.12034733437050465,-0.06462998902804154,-0.06312098032232935,-0.0016740176615635434,0.11131333614336826,0.11283448770051242,0.057439776324964976,-0.016926118538370692,-0.01063842690930303,-0.024872792603065214,0.21681556446191874,0.21710067189215104,0.2199138066702407,0.19207878947468465,0.19722755293210417,0.021120718880624043,0.03696936937985231,0.05328309653476738,0.04730970057127987,-0.03605015083375927,-0.01608562549478522,0.22120912566840306,0.2224021805405137,0.2242259385118605,0.19500384355210607,0.19793441933010972,0.016126616576133745,0.02950902910864992,0.052526123217081895,0.029066594460943534,-0.02988320713245381
physical_condition_flag,0.07405643843078671,0.019725616760400563,0.24647175941695604,-0.03564427643498628,-0.10446277143880409,-0.10446277143880617,0.011662601453458113,0.011662601453458973,0.016591317028695398,-0.01060886898663893,0.05223257424737462,-0.15617250864665144,-0.2348928707421469,0.06939364391095172,-0.0030683287557938727,0.08408919205240602,0.10612552576874239,0.11918394314280928,0.06311788189278922,-0.16261403148267595,-0.19500721251875586,-0.17108546847029196,-0.16231177615515463,1.0,-0.05662098066699122,0.7045487361934597,-0.003224300633903578,-0.0019297966389881817,0.013870544725985237,-0.09516041636032861,-0.09489470375703872,-0.043803625112879906,-0.014229184443205865,-0.0078626690219603,0.028643176425066846,-0.1278063503907841,-0.1274602119108753,-0.12832785452487783,-0.02543444553189773,-0.11285091085997916,-0.028747440770389394,-0.0480390042217691,-0.04191981053125687,-0.03331869453709239,0.03686762452300721,0.022681043588672435,-0.12737861365287353,-0.12727215073951428,-0.12781722261529951,-0.02189800939775964,-0.11166584676940682,-0.02929397839608467,-0.045629320325959954,-0.03599041124126732,-0.02785369344398518,0.036324083376945523
